country,GDP,population,regime,women_government,women_population,law_group,law_subgroup,value,total,weighted
Austria,55685.97029,8922086.0,2.0,40.43715847,50.70515442,indecent exposure,nudity,57,41634,13.690733535091512
Azerbaijan,14478.52445,10312992.0,1.0,18.18181818,50.04855728,indecent exposure,nudity,5,5253,9.518370454978108
Bahamas,,407920.0,,,51.40649033,indecent exposure,nudity,4,6916,5.78368999421631
Bahrain,43821.12449,1463266.0,0.0,15.0,35.32645798,indecent exposure,nudity,3,3795,7.905138339920948
Bangladesh,5995.407429,169356240.0,1.0,20.85714286,49.44476318,indecent exposure,nudity,16,19737,8.106601813852157
Barbados,14045.77283,281204.0,3.0,20.0,51.60124207,indecent exposure,nudity,1,4963,2.014910336490026
Belarus,20237.55113,9578172.0,1.0,40.0,53.44250488,indecent exposure,nudity,4,3673,10.890280424720936
Belgium,53070.21482,11611416.0,3.0,42.0,50.4355011,indecent exposure,nudity,66,46594,14.164913937416836
Belize,6165.849669,400037.0,,12.5,50.26394653,indecent exposure,nudity,3,6585,4.555808656036446
Benin,3505.138455,12996901.0,1.0,8.43373494,50.06063461,indecent exposure,nudity,0,3497,0.0
Bermuda,80273.08171,64213.0,,,,indecent exposure,nudity,8,15476,5.169294391315585
Bhutan,11129.30845,777500.0,3.0,17.0212766,46.85321045,indecent exposure,nudity,1,1659,6.027727546714888
"Bolivia, Plurinational State of",,,,,,indecent exposure,nudity,0,43,0.0
"Bonaire, Sint Eustatius and Saba",,,,,,indecent exposure,nudity,0,31,0.0
Bosnia and Herzegovina,15598.43034,3270948.0,2.0,26.19047619,51.0301857,indecent exposure,nudity,17,9370,18.14300960512273
Botswana,15471.09481,2588424.0,3.0,10.76923077,51.56119537,indecent exposure,nudity,5,4024,12.42544731610338
Bouvet Island,,,,,,indecent exposure,nudity,0,31,0.0
Brazil,14834.1937,214326224.0,2.0,15.20467836,50.86748505,indecent exposure,nudity,33,40559,8.13629527355211
British Indian Ocean Territory,,,,,,indecent exposure,nudity,0,689,0.0
Brunei Darussalam,65607.35075,,,9.090909091,,indecent exposure,nudity,0,1755,0.0
Bulgaria,24564.43768,6885864.0,2.0,23.75,51.44063187,indecent exposure,nudity,28,18879,14.831294030404152
Burkina Faso,2273.831365,22100690.0,2.0,6.299212598,50.03313446,indecent exposure,nudity,1,2618,3.819709702062643
Burundi,771.1012372,12551215.0,1.0,38.21138211,50.38287354,indecent exposure,nudity,5,3590,13.927576601671309
Cambodia,4423.474631,16589031.0,1.0,21.6,51.17866898,indecent exposure,nudity,12,9574,12.533946104031752
Cameroon,3867.203808,27198632.0,1.0,33.88888889,49.98439407,indecent exposure,nudity,4,5921,6.755615605472049
Canada,46572.13743,38155012.0,3.0,30.47337278,50.36802292,indecent exposure,nudity,241,212729,11.328967841714105
Cape Verde,,587936.0,2.0,,49.79801559,indecent exposure,nudity,1,2512,3.980891719745223
Cayman Islands,72481.01386,68157.0,,,,indecent exposure,nudity,0,4967,0.0
Central African Republic,989.2187437,5457165.0,1.0,12.85714286,50.43149185,indecent exposure,nudity,0,5737,0.0
Chad,1591.669953,17179744.0,0.0,32.25806452,50.07767868,indecent exposure,nudity,19,7817,24.30599974414737
Chile,25089.0313,19493184.0,3.0,35.48387097,50.69279099,indecent exposure,nudity,11,34847,3.156656240135449
China,17189.28179,1425893504.0,0.0,24.94117647,48.70873642,indecent exposure,nudity,97,200869,4.829017917149984
Christmas Island,,,,,,indecent exposure,nudity,4,7726,5.177323323841574
Cocos (Keeling) Islands,,,,,,indecent exposure,nudity,2,3337,5.9934072520227755
Colombia,14868.46982,51516560.0,2.0,18.82352941,50.89789963,indecent exposure,nudity,17,34751,4.8919455555235825
Comoros,3147.856597,821632.0,1.0,16.66666667,49.556633,indecent exposure,nudity,0,1295,0.0
Congo,,5835814.0,1.0,,50.04291153,indecent exposure,nudity,13,23717,5.481300333094405
"Congo, The Democratic Republic of the",,,,,,indecent exposure,nudity,0,5089,0.0
Cook Islands,,17028.0,,,,indecent exposure,nudity,16,19020,8.412197686645635
Costa Rica,22243.80196,5153959.0,3.0,45.61403509,50.03888702,indecent exposure,nudity,3,19989,1.5008254539997
Côte d'Ivoire,,,,,,indecent exposure,nudity,0,0,
Croatia,28780.31674,4060139.0,2.0,31.12582781,51.78653336,indecent exposure,nudity,15,12353,12.142799320003238
Cuba,,11256373.0,0.0,53.41296928,50.35173798,indecent exposure,nudity,40,24056,16.627868307283006
Curaçao,,,,,,indecent exposure,nudity,0,0,
Cyprus,39593.42578,1244193.0,3.0,14.28571429,50.01379013,indecent exposure,nudity,13,12177,10.675864334400918
Czech Republic,41608.02535,,,25.0,,indecent exposure,nudity,16,11701,13.674044953422785
Denmark,60229.91477,5854246.0,3.0,39.66480447,50.28901672,indecent exposure,nudity,54,38200,14.136125654450261
Djibouti,5532.682123,1105562.0,1.0,26.15384615,47.47045135,indecent exposure,nudity,6,2275,26.373626373626372
Dominica,10818.02494,72435.0,,34.375,,indecent exposure,nudity,3,3547,8.45785170566676
Dominican Republic,17934.19325,11117873.0,2.0,27.89473684,50.05296707,indecent exposure,nudity,4,13670,2.926115581565472
Ecuador,10890.45664,17797736.0,2.0,39.41605839,49.98698044,indecent exposure,nudity,4,22412,1.784758165268606
Egypt,,109262184.0,1.0,,49.47655869,indecent exposure,nudity,31,18595,16.67114815810702
El Salvador,8419.799438,6314165.0,1.0,27.38095238,53.18640137,indecent exposure,nudity,3,14882,2.0158580835909152
Equatorial Guinea,18157.51367,1634473.0,1.0,23.0,44.37716675,indecent exposure,nudity,0,1758,0.0
Eritrea,,3620324.0,0.0,,,indecent exposure,nudity,1,3283,3.045994517209869
Estonia,37645.22136,1328704.0,3.0,25.74257426,52.62438583,indecent exposure,nudity,16,10097,15.846290977518075
Ethiopia,2422.681026,120283024.0,1.0,42.58823529,49.96951675,indecent exposure,nudity,10,7880,12.690355329949238
Falkland Islands (Malvinas),,,,,,indecent exposure,nudity,0,123,0.0
Faroe Islands,,,,,,indecent exposure,nudity,0,1405,0.0
Fiji,12158.24331,924615.0,1.0,21.56862745,49.35344696,indecent exposure,nudity,27,68932,3.9169036151569663
Finland,50937.16075,5535982.0,3.0,46.0,50.6849823,indecent exposure,nudity,35,25862,13.53336942231846
France,46991.18203,64531448.0,3.0,39.51473137,51.60487747,indecent exposure,nudity,296,201911,14.659924422146393
French Guiana,,297462.0,,,,indecent exposure,nudity,0,337,0.0
French Polynesia,,304038.0,,,49.35600662,indecent exposure,nudity,5,1397,35.79098067287044
French Southern Territories,,,,,,indecent exposure,nudity,0,12,0.0
Gabon,15105.13431,2341185.0,1.0,16.1971831,49.10186768,indecent exposure,nudity,1,2957,3.3818058843422385
Gambia,,2639922.0,1.0,,50.4051857,indecent exposure,nudity,4,4220,9.47867298578199
Georgia,14731.20059,3757984.0,2.0,19.33333333,52.34034729,indecent exposure,nudity,139,39165,35.49087195199796
Germany,54844.54597,83408552.0,3.0,34.91847826,50.56820297,indecent exposure,nudity,179,99391,18.009678944773672
Ghana,5749.655385,32833036.0,2.0,14.54545455,49.31282043,indecent exposure,nudity,5,8254,6.05766900896535
Gibraltar,,32698.0,,,,indecent exposure,nudity,2,7770,2.5740025740025736
Greece,27948.64973,10445368.0,3.0,21.66666667,50.91817474,indecent exposure,nudity,50,31946,15.651411757340512
Greenland,,56266.0,,,,indecent exposure,nudity,1,5768,1.7337031900138697
Grenada,15273.54036,124624.0,,46.66666667,49.6387291,indecent exposure,nudity,0,4690,0.0
Guadeloupe,,396057.0,,,,indecent exposure,nudity,1,710,14.084507042253522
Guam,,170546.0,,,49.55653,indecent exposure,nudity,4,7092,5.640157924421884
Guatemala,8852.947743,17608484.0,2.0,19.375,50.72938919,indecent exposure,nudity,7,17897,3.9112700452589824
Guernsey,,63092.0,,,,indecent exposure,nudity,4,7663,5.219887772412893
Guinea,2754.418384,13531909.0,0.0,,51.62312698,indecent exposure,nudity,42,78619,5.3422200740279076
Guinea-Bissau,1948.643401,2060730.0,2.0,13.7254902,51.08251953,indecent exposure,nudity,0,2135,0.0
Guyana,19702.97442,804571.0,2.0,35.71428571,49.71146393,indecent exposure,nudity,1,3948,2.5329280648429586
Haiti,3094.941621,11447575.0,1.0,,50.65618134,indecent exposure,nudity,12,8867,13.533325814818992
Heard Island and McDonald Islands,,,,,,indecent exposure,nudity,0,786,0.0
Holy See (Vatican City State),,,,,,indecent exposure,nudity,0,11,0.0
Honduras,5419.792164,10278346.0,1.0,27.34375,50.03456879,indecent exposure,nudity,6,13395,4.479283314669653
Hong Kong,,7494580.0,0.0,,54.11936188,indecent exposure,nudity,104,907741,1.145701251788781
Hungary,33274.34766,9709784.0,1.0,13.06532663,52.40039825,indecent exposure,nudity,16,21700,7.373271889400922
Iceland,53616.68471,370338.0,3.0,47.61904762,49.77142715,indecent exposure,nudity,11,11545,9.52793417063664
India,6525.428052,1407563904.0,1.0,14.44444444,48.03632736,indecent exposure,nudity,111,283731,3.912156232487814
Indonesia,12072.43996,273753184.0,2.0,21.04347826,49.65046692,indecent exposure,nudity,34,56377,6.030828174610213
"Iran, Islamic Republic of",,,,,,indecent exposure,nudity,0,532,0.0
Iraq,9954.345263,43533592.0,1.0,28.87537994,49.38709259,indecent exposure,nudity,31,17973,17.248094363767876
Ireland,93350.08753,4986525.0,3.0,22.5,50.35540009,indecent exposure,nudity,137,290217,4.720605615797834
Isle of Man,,84286.0,,,,indecent exposure,nudity,2,12764,1.5669069257286117
Israel,39489.28078,8900057.0,3.0,28.33333333,50.22706223,indecent exposure,nudity,65,31853,20.40624117037642
Italy,41987.81596,59240336.0,3.0,35.71428571,51.31188202,indecent exposure,nudity,92,63683,14.446555595684877
Jamaica,9240.821869,2827701.0,2.0,28.57142857,50.36943436,indecent exposure,nudity,20,16721,11.961007116799234
Japan,42100.25769,124612528.0,3.0,9.677419355,51.17427826,indecent exposure,nudity,105,55591,18.88794948822651
Jersey,,109634.0,,,,indecent exposure,nudity,99,75969,13.031631323302925
Jordan,10354.16403,11148288.0,0.0,11.53846154,49.36873245,indecent exposure,nudity,91,70492,12.909266299721954
Kazakhstan,26750.44623,19196468.0,1.0,27.10280374,51.46678925,indecent exposure,nudity,2,4468,4.476275738585497
Kenya,4587.18632,53005616.0,1.0,21.61383285,50.31080246,indecent exposure,nudity,14,13666,10.244402165959315
Kiribati,2171.867943,128883.0,,6.666666667,50.81961823,indecent exposure,nudity,2,6163,3.2451728054518902
"Korea, Democratic People's Republic of",,,,,,indecent exposure,nudity,0,0,
"Korea, Republic of",,,,,,indecent exposure,nudity,0,1457,0.0
Kuwait,47303.12985,4250111.0,1.0,1.538461538,38.77982712,indecent exposure,nudity,5,16034,3.118373456405139
Kyrgyzstan,,6527742.0,1.0,,50.53379059,indecent exposure,nudity,0,2325,0.0
Lao People's Democratic Republic,,,,,,indecent exposure,nudity,0,0,
Latvia,31424.90221,1873926.0,3.0,29.0,53.91077042,indecent exposure,nudity,10,11655,8.58000858000858
Lebanon,11376.79398,5592626.0,1.0,4.6875,49.66265869,indecent exposure,nudity,8,16015,4.995316890415236
Lesotho,2569.337741,2281464.0,2.0,23.33333333,50.66173172,indecent exposure,nudity,1,3414,2.9291154071470418
Liberia,1468.245239,5193422.0,2.0,10.95890411,49.72911453,indecent exposure,nudity,4,13888,2.880184331797235
Libya,17286.36814,6735280.0,0.0,15.95744681,49.51837921,indecent exposure,nudity,6,7268,8.25536598789213
Liechtenstein,,39058.0,,28.0,,indecent exposure,nudity,2,6648,3.0084235860409145
Lithuania,38880.54527,2786652.0,2.0,27.65957447,53.71593094,indecent exposure,nudity,18,12924,13.927576601671309
Luxembourg,117846.1365,639330.0,3.0,35.0,49.42505646,indecent exposure,nudity,9,34805,2.58583536848154
Macao,,686616.0,,,51.93595886,indecent exposure,nudity,4,4350,9.195402298850574
"Macedonia, Republic of",,,,,,indecent exposure,nudity,0,43,0.0
Madagascar,1543.952938,28915652.0,1.0,17.8807947,50.11155319,indecent exposure,nudity,2,4016,4.9800796812749
Malawi,1591.475591,19889742.0,2.0,22.91666667,50.68447876,indecent exposure,nudity,5,4010,12.468827930174564
Malaysia,27921.41095,33573872.0,1.0,14.86486486,48.61640549,indecent exposure,nudity,43,38695,11.11254684067709
Maldives,13442.38615,521469.0,2.0,4.597701149,36.55849075,indecent exposure,nudity,2,1903,10.509721492380452
Mali,2347.796674,21904990.0,0.0,27.27272727,49.90243912,indecent exposure,nudity,16,11544,13.86001386001386
Malta,43243.17265,526751.0,2.0,13.43283582,49.85267258,indecent exposure,nudity,12,16637,7.2128388531586225
Marshall Islands,4147.097245,42074.0,,6.060606061,,indecent exposure,nudity,7,4127,16.96147322510298
Martinique,,368799.0,,,,indecent exposure,nudity,2,1336,14.970059880239521
Mauritania,5389.646488,4614981.0,1.0,20.26143791,49.78168106,indecent exposure,nudity,0,3110,0.0
Mauritius,20528.83365,1298922.0,2.0,20.0,50.66077423,indecent exposure,nudity,15,12857,11.66679629773664
Mayotte,,316022.0,,,,indecent exposure,nudity,0,472,0.0
Mexico,18670.8104,126705136.0,2.0,50.0,51.08187485,indecent exposure,nudity,45,60300,7.462686567164179
"Micronesia, Federated States of",,,,,,indecent exposure,nudity,0,301,0.0
"Moldova, Republic of",,,,,,indecent exposure,nudity,0,420,0.0
Monaco,,36713.0,,33.33333333,,indecent exposure,nudity,12,12765,9.400705052878966
Mongolia,12365.93848,3347782.0,2.0,17.10526316,50.73535156,indecent exposure,nudity,1,4456,2.244165170556553
Montenegro,19989.65367,627856.0,1.0,24.69135802,50.55217361,indecent exposure,nudity,8,6377,12.545083895248549
Montserrat,,4438.0,,,,indecent exposure,nudity,0,2549,0.0
Morocco,7368.891602,37076588.0,0.0,22.78481013,50.37493896,indecent exposure,nudity,13,12358,10.51950153746561
Mozambique,1297.298716,32077074.0,1.0,42.4,51.40610123,indecent exposure,nudity,5,5783,8.646031471554556
Myanmar,5123.407709,53798088.0,0.0,15.29411765,51.80979919,indecent exposure,nudity,5,4015,12.453300124533001
Namibia,9358.537168,2530150.0,2.0,44.23076923,51.52602386,indecent exposure,nudity,7,5316,13.167795334838223
Nauru,14337.26541,12533.0,,10.52631579,,indecent exposure,nudity,19,17245,11.017686285879964
Nepal,3996.66547,30034988.0,2.0,32.72727273,54.18703842,indecent exposure,nudity,6,10757,5.577763316909919
Netherlands,59266.90858,17501696.0,3.0,39.33333333,50.17678452,indecent exposure,nudity,102,65591,15.550913997347196
New Caledonia,,287809.0,,,49.73641968,indecent exposure,nudity,5,3559,14.048890137679123
New Zealand,44657.77372,5129730.0,3.0,49.16666667,50.84926605,indecent exposure,nudity,947,1481525,6.392062233171901
Nicaragua,5573.868729,6850546.0,1.0,50.54945055,50.71594238,indecent exposure,nudity,6,17468,3.434852301351042
Niger,1288.153512,25252722.0,2.0,25.90361446,49.72385025,indecent exposure,nudity,2,4368,4.5787545787545785
Nigeria,5185.988584,213401328.0,1.0,3.611111111,49.32092285,indecent exposure,nudity,10,17762,5.629996622002027
Niue,,1957.0,,,,indecent exposure,nudity,10,9884,10.117361392148927
Norfolk Island,,,,,,indecent exposure,nudity,20,11200,17.857142857142858
Northern Mariana Islands,,49503.0,,,,indecent exposure,nudity,1,1438,6.954102920723226
Norway,62644.84574,5403021.0,3.0,44.9704142,49.45838928,indecent exposure,nudity,44,29063,15.139524481299247
Oman,31117.75771,4520474.0,0.0,2.325581395,34.0027504,indecent exposure,nudity,5,10461,4.7796577765032024
Pakistan,5426.019788,231402112.0,1.0,20.1754386,48.53963089,indecent exposure,nudity,33,35719,9.23878048097651
Palau,16318.67895,18050.0,,6.25,,indecent exposure,nudity,4,3193,12.527403695584091
"Palestinian Territory, Occupied",,,,,,indecent exposure,nudity,0,346,0.0
Panama,26780.3006,4351264.0,2.0,22.53521127,49.94215393,indecent exposure,nudity,15,24552,6.109481915933529
Papua New Guinea,4285.765475,9949438.0,1.0,0.0,48.94313049,indecent exposure,nudity,10,47317,2.1134053300082423
Paraguay,13034.71654,6703802.0,2.0,16.25,49.18549347,indecent exposure,nudity,3,16637,1.8032097132896556
Peru,11908.0607,33715464.0,2.0,40.0,50.32548141,indecent exposure,nudity,14,32531,4.303587347453199
Philippines,8394.242258,113880336.0,1.0,27.96052632,49.78255081,indecent exposure,nudity,54,117745,4.586182003482102
Pitcairn,,,,,,indecent exposure,nudity,2,3733,5.357621216180016
Poland,34286.98508,38307724.0,2.0,28.32244009,51.54682159,indecent exposure,nudity,38,33811,11.238945905178788
Portugal,34177.08571,10290109.0,2.0,40.0,52.6902771,indecent exposure,nudity,31,33436,9.271443952625912
Puerto Rico,34333.74725,3256030.0,,,52.61818314,indecent exposure,nudity,5,10602,4.716091303527636
Qatar,89961.43323,2688239.0,0.0,4.444444444,24.84936142,indecent exposure,nudity,3,4342,6.909258406264394
Réunion,,,,,,indecent exposure,nudity,0,0,
Romania,32202.20866,19328558.0,2.0,18.54103343,51.37713623,indecent exposure,nudity,17,31827,5.341376818424608
Russian Federation,29916.01367,,,16.22222222,,indecent exposure,nudity,9,12371,7.275078813353812
Rwanda,2213.568598,13461891.0,1.0,61.25,50.83903503,indecent exposure,nudity,20,9975,20.050125313283207
Saint Barthélemy,,,,,,indecent exposure,nudity,0,0,
"Saint Helena, Ascension and Tristan da Cunha",,,,,,indecent exposure,nudity,0,26,0.0
Saint Kitts and Nevis,,47631.0,,,,indecent exposure,nudity,0,828,0.0
Saint Lucia,,179663.0,,,50.75832367,indecent exposure,nudity,0,1895,0.0
Saint Martin (French part),,31964.0,,,,indecent exposure,nudity,0,2,0.0
Saint Pierre and Miquelon,,5905.0,,,,indecent exposure,nudity,0,303,0.0
Saint Vincent and the Grenadines,,104340.0,,,49.32896042,indecent exposure,nudity,0,1585,0.0
Samoa,6764.559991,218781.0,,7.843137255,48.23698425,indecent exposure,nudity,29,34280,8.459743290548426
San Marino,59571.9068,33772.0,,33.33333333,,indecent exposure,nudity,3,2992,10.026737967914439
Sao Tome and Principe,4273.49342,223118.0,2.0,23.63636364,49.95688248,indecent exposure,nudity,0,1209,0.0
Saudi Arabia,46778.29837,35950396.0,0.0,19.86754967,42.17445755,indecent exposure,nudity,14,10484,13.353681800839375
Senegal,3503.595017,16876726.0,2.0,43.03030303,51.20151138,indecent exposure,nudity,3,5218,5.749329244921426
